"ID","Protein.Group","Genes","First.Protein.Description","mean_pI","mean_mw","mean_gravy"
3530,"P27768","Tnni2","Troponin I, fast skeletal muscle",8.86380014135517,21328.47634,-1.12362637362637
3531,"P27775","Pkib","cAMP-dependent protein kinase inhibitor beta",5.01458826285438,7585.49704,-0.73943661971831
3532,"P27791","Prkaca","cAMP-dependent protein kinase catalytic subunit alpha",8.71008433810571,40619.65094,-0.424501424501425
3533,"P27867","Sord","Sorbitol dehydrogenase",7.25439726390543,38234.54514,0.0851540616246499
3534,"P27881","Hk2","Hexokinase-2",5.7554213396917,102544.17334,-0.182333696837514
3535,"P27926","Hk3","Hexokinase-3",5.29613490627335,100254.01524,0.0691558441558441
3536,"P27952","Rps2","40S ribosomal protein S2",10.250419026646,31231.30754,-0.209897610921502
3537,"P28023","Dctn1","Dynactin subunit 1",5.56154515270914,141930.02314,-0.585078125
3538,"P28037","Aldh1l1","Cytosolic 10-formyltetrahydrofolate dehydrogenase",5.64317106782561,98874.23114,-0.130709534368071
3539,"P28042","Ssbp1","Single-stranded DNA-binding protein, mitochondrial",9.83823007715524,17454.92834,-0.501986754966887
3540,"P28064","Psmb8","Proteasome subunit beta type-8",7.15084781929501,30569.68944,-0.314855072463768
3541,"P28073","Psmb6","Proteasome subunit beta type-6",4.8464268828774,25289.64114,0.0247899159663865
3542,"P28075","Psmb5","Proteasome subunit beta type-5",6.58079120839261,28585.43364,-0.126996197718631
3543,"P28077","Psmb9","Proteasome subunit beta type-9",4.8465023724994,23324.39634,0.0525114155251141
3544,"P28480","Tcp1","T-complex protein 1 subunit alpha",5.86419429969416,60359.64914,-0.0181654676258993
3545,"P28494","Man2a1","Alpha-mannosidase 2",8.50145888288553,131241.70384,-0.392334494773519
3546,"P28576","Pdgfa","Platelet-derived growth factor subunit A",9.32875028958969,23306.96734,-0.585294117647059
3547,"P28648","Cd63","CD63 antigen",7.91324169561099,25698.63164,0.744117647058824
3548,"P29066","Arrb1","Beta-arrestin-1",5.90217448732861,47019.59234,-0.511244019138756
3549,"P29067","Arrb2","Beta-arrestin-2",7.6779734897675,46340.06464,-0.422682926829268
3550,"P29117","Ppif","Peptidyl-prolyl cis-trans isomerase F, mitochondrial",9.30103259765854,21809.97344,-0.163592233009709
3551,"P29147","Bdh1","D-beta-hydroxybutyrate dehydrogenase, mitochondrial",9.0136732547732,38201.83644,-0.241690962099125
3552,"P29266","Hibadh","3-hydroxyisobutyrate dehydrogenase, mitochondrial",8.73384436553996,35302.71034,0.031044776119403
3553,"P29288","Acp5","Tartrate-resistant acid phosphatase type 5",8.57326639131654,36726.04134,-0.170642201834862
3554,"P29314","Rps9","40S ribosomal protein S9",10.6571728088609,22591.43104,-0.644329896907217
3555,"P29315","Rnh1","Ribonuclease inhibitor",4.67319852722541,49974.45264,-0.0243421052631579
3556,"P29410","Ak2","Adenylate kinase 2, mitochondrial",6.35767484432969,26379.48104,-0.318828451882845
3557,"P29411","Ak3","GTP:AMP phosphotransferase AK3, mitochondrial",8.89344036061535,25438.34494,-0.326872246696035
3558,"P29418","Atp5f1e","ATP synthase subunit epsilon, mitochondrial",10.010681597572,5766.76344,-0.366666666666667
3559,"P29419","Atp5me","ATP synthase subunit e, mitochondrial",9.3458732375844,8254.64814,-0.494366197183099
3560,"P29457","Serpinh1","Serpin H1",8.88093913222548,46517.51954,-0.287529976019185
3561,"P29524","Serpinb2","Plasminogen activator inhibitor 2 type A",5.23769070629261,47247.77944,-0.340865384615385
3562,"P29534","Vcam1","Vascular cell adhesion protein 1",5.15081416171772,81246.28064,-0.154803788903924
3563,"P29826","RT1-Bb","Rano class II histocompatibility antigen, B-1 beta chain",7.17108421072534,29935.07464,-0.314828897338403
3564,"P29975","Aqp1","Aquaporin-1",7.86245863226428,28856.56364,0.488104089219331
3565,"P30009","Marcks","Myristoylated alanine-rich C-kinase substrate",4.30406028663132,29794.51494,-0.862135922330097
3566,"P30120","Timp1","Metalloproteinase inhibitor 1",8.44805850902457,23793.58644,0.0668202764976958
3567,"P30121","Timp2","Metalloproteinase inhibitor 2",7.59491490010148,24356.23314,-0.161818181818182
3568,"P30152","Lcn2","Neutrophil gelatinase-associated lipocalin",7.85643081102882,22475.55614,-0.206565656565657
3569,"P30349","Lta4h","Leukotriene A-4 hydrolase",5.81271379507224,69088.98914,-0.242225859247136
3570,"P30427","Plec","Plectin",5.70921195631409,533540.00034,-0.680797951781523
3571,"P30713","Gstt2","Glutathione S-transferase theta-2",7.89949180266172,27438.99384,-0.00737704918032789
3572,"P30835","Pfkl","ATP-dependent 6-phosphofructokinase, liver type",7.12090852485123,85338.82534,-0.0866666666666667
3573,"P30836","Sell","L-selectin",8.3032418786066,42441.42324,-0.527688172043011
3574,"P30839","Aldh3a2","Aldehyde dehydrogenase family 3 member A2",7.67486710305237,54081.60584,-0.10103305785124
3575,"P30904","Mif","Macrophage migration inhibitory factor",6.99549160776331,12477.24104,-0.00434782608695655
3576,"P30919","Aga","N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase",6.8121832015844,37167.34714,-0.149275362318841
3577,"P31000","Vim","Vimentin",5.05272837650684,53732.72774,-0.844420600858369
3578,"P31044","Pebp1","Phosphatidylethanolamine-binding protein 1",5.47758797655544,20801.39314,-0.568983957219251
3579,"P31211","Serpina6","Corticosteroid-binding globulin",4.80024844667087,44670.98654,-0.122727272727273
3580,"P31232","Tagln","Transgelin",8.87591650273464,22602.85354,-0.62089552238806
3581,"P31394","Proc","Vitamin K-dependent protein C",5.99559652008733,51911.96154,-0.378958785249458
3582,"P31399","Atp5pd","ATP synthase subunit d, mitochondrial",6.20655454231669,18763.44324,-0.701863354037267
3583,"P31503","Pou2f1","POU domain, class 2, transcription factor 1 (Fragment)",8.51574027802572,65170.29094,-0.117721518987342
3584,"P31720","C1qa","Complement C1q subcomponent subunit A",9.16376712544882,25917.40044,-0.28734693877551
3585,"P31721","C1qb","Complement C1q subcomponent subunit B",9.12766620169118,26589.43854,-0.250197628458498
3586,"P31722","C1qc","Complement C1q subcomponent subunit C",8.5758137209825,25685.98994,-0.442448979591837
3587,"P31977","Ezr","Ezrin",5.83217660846813,69390.83384,-0.966552901023891
3588,"P32038","Cfd","Complement factor D",6.62140767683538,28442.47784,-0.0760456273764259
3589,"P32089","Slc25a1","Tricarboxylate transport protein, mitochondrial",9.88158751608347,33835.35814,-0.0694533762057878
3590,"P32362","Urod","Uroporphyrinogen decarboxylase (Fragment)",6.35142970861373,40452.68604,-0.106043956043956
3591,"P32551","Uqcrc2","Cytochrome b-c1 complex subunit 2, mitochondrial",9.15828620852401,48396.16944,-0.0670353982300885
3592,"P32577","Csk","Tyrosine-protein kinase CSK",6.65408924227153,50746.32114,-0.280888888888889
3593,"P32822","","Trypsin V-B",4.91202883461908,26819.54664,0.00447154471544714
3594,"P33124","Acsl6","Long-chain-fatty-acid--CoA ligase 6",6.7166215752959,78180.25124,-0.177187948350072
3595,"P33436","Mmp2","72 kDa type IV collagenase",5.25433371588505,74149.46544,-0.45785498489426
3596,"P33568","Rb1","Retinoblastoma-associated protein",7.99625680836189,105025.14084,-0.366304347826087
3597,"P34058","Hsp90ab1","Heat shock protein HSP 90-beta",4.96513308536528,83281.22624,-0.67817679558011
3598,"P34064","Psma5","Proteasome subunit alpha type-5",4.79431884096156,26390.89944,-0.15850622406639
3599,"P34067","Psmb4","Proteasome subunit beta type-4",6.49714366308946,29197.28514,-0.192015209125475
3600,"P34900","Sdc2","Syndecan-2",4.52296915149188,22148.80824,-0.390547263681592
3601,"P34901","Sdc4","Syndecan-4",4.24936415978922,21961.84414,-0.154455445544554
3602,"P34926","Map1a","Microtubule-associated protein 1A",4.87124006713084,299530.68234,-0.900901225666907
3603,"P35053","Gpc1","Glypican-1",6.92190539608612,61734.19004,-0.364695340501792
3604,"P35171","Cox7a2","Cytochrome c oxidase subunit 7A2, mitochondrial",10.277388978452,9352.97194,-0.257831325301205
3605,"P35213","Ywhab","14-3-3 protein beta/alpha",4.81250080962497,28054.38604,-0.68130081300813
3606,"P35233","Ptpn2","Tyrosine-protein phosphatase non-receptor type 2",8.88459806536148,48446.24144,-0.601201923076923
3607,"P35280","Rab8a","Ras-related protein Rab-8A",9.15373136594923,23668.20374,-0.361835748792271
3608,"P35281","Rab10","Ras-related protein Rab-10",9.09867487225605,22858.37294,-0.402
3609,"P35284","Rab12","Ras-related protein Rab-12",8.68362362550725,27271.48154,-0.422633744855967
3610,"P35289","Rab15","Ras-related protein Rab-15",5.36412779937728,24283.42344,-0.533962264150943
3611,"P35426","Cdk4","Cyclin-dependent kinase 4",6.09929395522539,33798.93594,-0.118151815181518
3612,"P35427","Rpl13a","60S ribosomal protein L13a",11.0186191841302,23476.17774,-0.443349753694581
3613,"P35433","Ppat","Amidophosphoribosyltransferase",6.75347454018762,57437.02104,-0.193036750483559
3614,"P35434","Atp5f1d","ATP synthase subunit delta, mitochondrial",5.11408073002304,17595.06694,0.197023809523809
3615,"P35435","Atp5f1c","ATP synthase subunit gamma, mitochondrial",8.86830517120334,30190.70404,-0.220512820512821
3616,"P35444","Comp","Cartilage oligomeric matrix protein",4.47818027824428,82663.54654,-0.729139072847682
3617,"P35446","Spon1","Spondin-1",5.85417508820179,90773.11654,-0.60731102850062
3618,"P35465","Pak1","Serine/threonine-protein kinase PAK 1",5.63574447796786,60577.82294,-0.606801470588235
3619,"P35467","S100a1","Protein S100-A1",4.37011267829539,10559.84244,-0.311702127659575
3620,"P35559","Ide","Insulin-degrading enzyme",6.15442438831411,117710.12124,-0.395485770363101
3621,"P35565","Canx","Calnexin",4.4829509725331,67254.81794,-0.896277495769882
3622,"P35570","Irs1","Insulin receptor substrate 1",8.98786758120317,131178.07874,-0.720323886639676
3623,"P35571","Gpd2","Glycerol-3-phosphate dehydrogenase, mitochondrial",6.18718633018196,80972.75994,-0.195185694635488
3624,"P35572","Igfbp6","Insulin-like growth factor-binding protein 6",8.4183303656324,24193.23724,-0.721238938053097
3625,"P35704","Prdx2","Peroxiredoxin-2",5.33964232341691,21783.68934,-0.164141414141414
3626,"P35738","Bckdhb","2-oxoisovalerate dehydrogenase subunit beta, mitochondrial",6.43494884305304,42823.27064,0.0507692307692308
3627,"P35745","Acyp2","Acylphosphatase-2",9.30217234496895,10863.30864,-0.6
3628,"P35815","Ppm1b","Protein phosphatase 1B",4.87325143238978,42889.12484,-0.363589743589744
3629,"P35859","Igfals","Insulin-like growth factor-binding protein complex acid labile subunit",6.04836137557434,66811.54684,0.038971807628524
3630,"P36201","Crip2","Cysteine-rich protein 2",8.94274204813299,22695.96894,-0.670192307692308
3631,"P36202","Pdlim4","PDZ and LIM domain protein 4",8.55517073720286,35521.07034,-0.532121212121212
3632,"P36365","Fmo1","Flavin-containing monooxygenase 1",8.57190646606409,59825.33584,-0.00902255639097746
3633,"P36370","Tap1","Antigen peptide transporter 1",8.82716638417731,79150.42384,0.276965517241379
3634,"P36372","Tap2","Antigen peptide transporter 2",6.27866522420625,77713.06754,0.154623044096728
3635,"P36506","Map2k2","Dual specificity mitogen-activated protein kinase kinase 2",6.65528956467019,44281.83324,-0.32975
3636,"P36860","Ralb","Ras-related protein Ral-B",6.28712178535876,23317.48614,-0.584466019417476
3637,"P36876","Ppp2r2a","Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform",5.82315615185517,51678.05754,-0.611185682326622
3638,"P36953","Afm","Afamin",5.86971168321692,69335.31304,-0.382565789473684
3639,"P36970","Gpx4","Phospholipid hydroperoxide glutathione peroxidase",8.74723267064185,22224.71904,-0.228426395939086
3640,"P36972","Aprt","Adenine phosphoribosyltransferase",6.19377998996799,19545.75114,0.113888888888889
3641,"P37199","Nup155","Nuclear pore complex protein Nup155",5.83870802312432,155002.83804,-0.124532374100719
3642,"P37285","Klc1","Kinesin light chain 1",5.73067713082393,63744.95184,-0.832142857142857
3643,"P37361","Mt3","Metallothionein-3",8.06661294840708,6809.01414,-0.457575757575758
3644,"P37377","Snca","Alpha-synuclein",4.73591191130135,14515.25054,-0.415
3645,"P37397","Cnn3","Calponin-3",5.47124510518488,36434.67404,-0.693636363636364
3646,"P37996","Arl3","ADP-ribosylation factor-like protein 3",6.93617127763577,20456.50724,-0.26978021978022
3647,"P38062","Metap2","Methionine aminopeptidase 2",5.71872268934527,53051.87384,-0.673849372384937
3648,"P38650","Dync1h1","Cytoplasmic dynein 1 heavy chain 1",6.06479842655755,532251.66184,-0.342829457364341
3649,"P38652","Pgm1","Phosphoglucomutase-1",6.32261392526135,61403.14504,-0.127402135231317
3650,"P38656","Ssb","Lupus La protein homolog",9.73844500020169,47777.39574,-0.993012048192771
3651,"P38659","Pdia4","Protein disulfide-isomerase A4",4.97984284545216,72720.23584,-0.539035769828927
3652,"P38718","Mpc2","Mitochondrial pyruvate carrier 2",10.4852384052556,14257.90554,0.129133858267717
3653,"P38918","Akr7a3","Aflatoxin B1 aldehyde reductase member 3",6.86355765038444,36747.06904,-0.256880733944954
3654,"P38983","Rpsa","40S ribosomal protein SA",4.79683825443029,32824.05104,-0.308474576271186
3655,"P39020","Meox2","Homeobox protein MOX-2",8.58675237663921,33605.01814,-0.965016501650165
3656,"P39032","Rpl36","60S ribosomal protein L36",11.5896962273397,12267.72834,-0.81047619047619
3657,"P39052","Dnm2","Dynamin-2",7.08337822534901,98230.37594,-0.456666666666667
3658,"P39069","Ak1","Adenylate kinase isoenzyme 1",7.85630851046577,21583.76214,-0.429896907216495
3659,"P39951","Cdk1","Cyclin-dependent kinase 1",8.41223632791706,34134.57554,-0.253535353535354
3660,"P40112","Psmb3","Proteasome subunit beta type-3",6.17902358684708,22964.88234,0.0175609756097561
3661,"P40241","Cd9","CD9 antigen",7.07206004212932,25214.89994,0.53716814159292
3662,"P40307","Psmb2","Proteasome subunit beta type-2",7.12610254860322,22912.37684,-0.173134328358209
3663,"P40329","Rars1","Arginine--tRNA ligase, cytoplasmic",6.68212117022267,75810.40194,-0.336060606060606
3664,"P40615","Dkc1","H/ACA ribonucleoprotein complex subunit DKC1",9.42751306730564,56615.14144,-0.502750491159136
3665,"P41123","Rpl13","60S ribosomal protein L13",11.5442779315815,24309.48974,-0.894312796208531
3666,"P41350","Cav1","Caveolin-1",5.30699951046252,20552.60364,0.0286516853932584
3667,"P41413","Pcsk5","Proprotein convertase subtilisin/kexin type 5",5.84582288223021,201308.07604,-0.545328911000553
3668,"P41498","Acp1","Low molecular weight phosphotyrosine protein phosphatase",6.1008057056879,18151.61164,-0.505063291139241
3669,"P41499","Ptpn11","Tyrosine-protein phosphatase non-receptor type 11",6.90615854349239,68032.79504,-0.723777403035413
3670,"P41516","Top2a","DNA topoisomerase 2-alpha",8.83474891738923,173220.95864,-0.654980340760157
3671,"P41542","Uso1","General vesicular transport factor p115",4.86708684702156,107162.43094,-0.350469238790407
3672,"P41562","Idh1","Isocitrate dehydrogenase [NADP] cytoplasmic",6.56772091789127,46734.42594,-0.397101449275362
3673,"P41565","Idh3g","Isocitrate dehydrogenase [NAD] subunit gamma 1, mitochondrial",9.07724112983226,42851.43684,-0.0872773536895674
3674,"P41740","Npr3","Atrial natriuretic peptide receptor 3",6.53333856688268,59727.72214,-0.277570093457944
3675,"P41777","Nolc1","Nucleolar and coiled-body phosphoprotein 1",9.54145173508472,73564.09834,-1.19971590909091
3676,"P42123","Ldhb","L-lactate dehydrogenase B chain",5.70265865254363,36612.36784,0.038622754491018
3677,"P42667","Sec11a","Signal peptidase complex catalytic subunit SEC11A",9.15669036308102,20599.23644,0.118994413407821
3678,"P42676","Nln","Neurolysin, mitochondrial",6.04420727047042,80253.93004,-0.363210227272727
3679,"P42854","Reg3g","Regenerating islet-derived protein 3-gamma",7.76863780343084,19143.60784,-0.23735632183908
3680,"P42930","Hspb1","Heat shock protein beta-1",6.14314078906151,22892.66814,-0.483980582524272
3681,"P43138","Apex1","DNA-(apurinic or apyrimidinic site) endonuclease",8.08732048855751,35538.47334,-0.589589905362776
3682,"P43244","Matr3","Matrin-3",5.82484492187637,94447.02334,-0.940828402366864
3683,"P43278","H1-0","Histone H1.0",10.8979656451127,20884.98344,-1.05257731958763
3684,"P43429","Gata1","Erythroid transcription factor",8.90279300119924,42871.17744,-0.256900726392252
3685,"P43527","Casp1","Caspase-1",6.26390579266994,45575.58814,-0.305223880597015
3686,"P43884","Plin1","Perilipin-1",6.38993364505031,55614.00334,-0.378336557059961
3687,"P45352","Tyms","Thymidylate synthase",6.01276349136895,35017.06194,-0.376547231270358
3688,"P45479","Ppt1","Palmitoyl-protein thioesterase 1",7.21530194940056,34455.00784,-0.146078431372549
3689,"P45592","Cfl1","Cofilin-1",8.25483807946284,18532.51984,-0.374096385542169
3690,"P45953","Acadvl","Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",9.01357075766454,70749.27674,-0.111297709923664
3691,"P46413","Gss","Glutathione synthetase",5.48620462640835,52344.57474,-0.194725738396624
3692,"P46462","Vcp","Transitional endoplasmic reticulum ATPase",5.13844235974273,89348.82834,-0.350992555831266
3693,"P46844","Blvra","Biliverdin reductase A",5.82796839275036,33565.56084,-0.250847457627119
3694,"P46892","Cdk11b","Cyclin-dependent kinase 11B",8.95464717181742,49547.44004,-0.419724770642202
3695,"P47196","Akt1","RAC-alpha serine/threonine-protein kinase",5.63277003381213,55735.40364,-0.57625
3696,"P47197","Akt2","RAC-beta serine/threonine-protein kinase",5.97814460494282,55543.43374,-0.461746361746362
3697,"P47198","Rpl22","60S ribosomal protein L22",9.0625685251723,14788.92104,-0.834375
3698,"P47245","Nrdc","Nardilysin",4.79784979688586,132975.58614,-0.503014642549526
3699,"P47727","Cbr1","Carbonyl reductase [NADPH] 1",8.25169429634737,30578.11854,-0.296028880866426
3700,"P47816","Pdcd2","Programmed cell death protein 2",5.12153918949337,38443.98084,-0.228279883381924
3701,"P47819","Gfap","Glial fibrillary acidic protein",5.353838468125,49957.09424,-0.827209302325581
3702,"P47820","Ace","Angiotensin-converting enzyme",6.12327244215131,150908.13394,-0.400609291698401
3703,"P47853","Bgn","Biglycan",7.27747108294618,41706.25964,-0.214905149051491
3704,"P47858","Pfkm","ATP-dependent 6-phosphofructokinase, muscle type",8.24740887220718,85559.93924,-0.190769230769231
3705,"P47860","Pfkp","ATP-dependent 6-phosphofructokinase, platelet type",7.00381659129097,85720.27954,-0.132233502538071
3706,"P47868","Scg3","Secretogranin-3",4.9357531279412,53183.06384,-0.932059447983015
3707,"P47875","Csrp1","Cysteine and glycine-rich protein 1",8.90350387039266,20613.48154,-0.526424870466321
3708,"P47942","Dpysl2","Dihydropyrimidinase-related protein 2",5.95828370396244,62277.56704,-0.266783216783217
3709,"P47967","Lgals5","Galectin-5",6.19742299115362,16196.37744,-0.153793103448276
3710,"P47971","Nptx1","Neuronal pentraxin-1",6.31772515431856,47216.38614,-0.41412037037037
3711,"P48004","Psma7","Proteasome subunit alpha type-7",8.80716445502709,28326.40384,-0.351968503937008
3712,"P48032","Timp3","Metalloproteinase inhibitor 3",9.0982603776603,24226.12204,-0.317061611374408
3713,"P48037","Anxa6","Annexin A6",5.38369704610516,75754.15754,-0.432392273402675
3714,"P48199","Crp","C-reactive protein",4.88985426458843,25468.00044,0.1
3715,"P48450","Lss","Lanosterol synthase",6.20443383148672,83300.54644,-0.316916780354707
3716,"P48500","Tpi1","Triosephosphate isomerase",7.03716606812073,26848.90624,-0.100401606425703
3717,"P48508","Gclm","Glutamate--cysteine ligase regulatory subunit",5.35911354478522,30547.85684,-0.283211678832117
3718,"P48675","Des","Desmin",5.21331908898173,53456.71164,-0.708528784648188
3719,"P48679","Lmna","Prelamin-A/C",6.56482554155543,74323.69934,-0.870676691729323
3720,"P48721","Hspa9","Stress-70 protein, mitochondrial",5.97679355611754,73857.70074,-0.419734904270987
3721,"P48769","Dck","Deoxycytidine kinase",5.07375550788135,30406.36814,-0.522307692307692
3722,"P49002","Bmp3","Bone morphogenetic protein 3",9.400061084171,52675.13344,-0.553632478632479
3723,"P49088","Asns","Asparagine synthetase [glutamine-hydrolyzing]",6.01558113451471,64246.55634,-0.251158645276292
3724,"P49134","Itgb1","Integrin beta-1",5.77221510430703,88494.60524,-0.373842302878598
3725,"P49185","Mapk8","Mitogen-activated protein kinase 8",6.60675524020771,46807.05144,-0.298053527980535
3726,"P49186","Mapk9","Mitogen-activated protein kinase 9",5.55690833089033,48016.92574,-0.324113475177305
3727,"P49242","Rps3a","40S ribosomal protein S3a",9.75225612068806,29944.91084,-0.625757575757576
3728,"P49432","Pdhb","Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",6.22253123548328,38982.13244,0.0454038997214485
3729,"P49445","Ptpn7","Tyrosine-protein phosphatase non-receptor type 7",6.45086755143392,40313.99814,-0.440389972144847
3730,"P49616","Plaur","Urokinase plasminogen activator surface receptor",6.69071043534533,35752.73124,-0.194207317073171
3731,"P49744","Thbs4","Thrombospondin-4",4.51352465556652,108213.84764,-0.569795918367347
3732,"P49791","Nup153","Nuclear pore complex protein Nup153",9.08486650431681,152823.83984,-0.465735694822888
3733,"P49793","Nup98","Nuclear pore complex protein Nup98-Nup96",5.82872410527129,197282.74794,-0.412885462555066
3734,"P49797","Rgs3","Regulator of G-protein signaling 3",5.48175483312622,106380.06064,-0.756256463288521
3735,"P49806","Rgs10","Regulator of G-protein signaling 10",8.55237435085873,21175.89364,-0.967955801104972
3736,"P49911","Anp32a","Acidic leucine-rich nuclear phosphoprotein 32 family member A",3.97611723905714,28564.58504,-1.20647773279352
3737,"P50115","S100a8","Protein S100-A8",5.6641736398076,10238.51464,-0.458426966292135
3738,"P50116","S100a9","Protein S100-A9",7.21229671038848,13144.91984,-0.936283185840708
3739,"P50123","Enpep","Glutamyl aminopeptidase",5.24485882110452,107995.22104,-0.366243386243386
3740,"P50137","Tkt","Transketolase",7.31121955204257,67643.63864,-0.131781701444623
3741,"P50282","Mmp9","Matrix metalloproteinase-9",5.65778830350339,78610.99724,-0.445056497175141
3742,"P50339","Cma1","Chymase",9.47556858269229,27569.15234,-0.178137651821862
3743,"P50393","Pla2g4a","Cytosolic phospholipase A2",5.21124306957338,85706.65484,-0.372473404255319
3744,"P50398","Gdi1","Rab GDP dissociation inhibitor alpha",5.00189035279692,50536.63504,-0.303131991051454
3745,"P50399","Gdi2","Rab GDP dissociation inhibitor beta",5.934057768428,50537.12524,-0.304494382022472
3746,"P50408","Atp6v1f","V-type proton ATPase subunit F",5.52093603876827,13370.27324,-0.257983193277311
3747,"P50411","Ppp1r2","Protein phosphatase inhibitor 2",4.74248033639915,23071.18494,-1.17170731707317
3748,"P50430","Arsb","Arylsulfatase B",6.13143592829474,58959.01784,-0.365151515151515
3749,"P50442","Gatm","Glycine amidinotransferase, mitochondrial",7.28135722992248,48242.14404,-0.39290780141844
3750,"P50463","Csrp3","Cysteine and glycine-rich protein 3",8.81623480165038,20802.71394,-0.498969072164948
3751,"P50475","Aars1","Alanine--tRNA ligase, cytoplasmic",5.40672672101535,106790.36774,-0.32004132231405
3752,"P50503","St13","Hsc70-interacting protein",5.27878354633998,41279.50024,-0.870380434782609
3753,"P50545","Hck","Tyrosine-protein kinase HCK",7.24570985574823,59153.58884,-0.47175572519084
3754,"P50609","Fmod","Fibromodulin",5.67468556682992,43218.92774,-0.430053191489362
3755,"P50878","Rpl4","60S ribosomal protein L4",10.9239345534443,47256.81324,-0.633729216152019
3756,"P50904","Rasa1","Ras GTPase-activating protein 1",6.15602685895719,115440.09324,-0.273603082851638
3757,"P51146","Rab4b","Ras-related protein Rab-4B",5.81476962366347,23628.80534,-0.227230046948357
3758,"P51433","Pla2g5","Phospholipase A2 group V",8.6787998191606,15995.61584,-0.224817518248175
3759,"P51514","Tcf12","Transcription factor 12",6.4132418685369,75896.18674,-0.782319660537482
3760,"P51577","P2rx4","P2X purinoceptor 4",7.89062184102506,43501.10164,-0.0298969072164949
3761,"P51583","Paics","Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase",7.9219747938409,47096.19274,-0.221647058823529
3762,"P51593","Huwe1","E3 ubiquitin-protein ligase HUWE1",5.09490838567724,489705.34394,-0.388706780422093
3763,"P51607","Renbp","N-acylglucosamine 2-epimerase",5.61433280088596,48391.43944,-0.373985680190931
3764,"P51635","Akr1a1","Aldo-keto reductase family 1 member A1",6.90698830547109,36505.88144,-0.288923076923077
3765,"P51650","Aldh5a1","Succinate-semialdehyde dehydrogenase, mitochondrial",8.36646102177906,56131.35904,-0.0361376673040153
3766,"P51673","Crabp2","Cellular retinoic acid-binding protein 2",5.19657195062404,15933.23874,-0.511510791366906
3768,"P51868","Casq2","Calsequestrin-2",4.10663985490967,47838.89964,-0.602179176755448
3769,"P51886","Lum","Lumican",6.013033840971,38279.00174,-0.235798816568047
3770,"P52164","Max","Protein max",5.88869702415123,18271.83234,-1.338125
3771,"P52296","Kpnb1","Importin subunit beta-1",4.66311826953004,97124.15374,-0.0833142857142857
3772,"P52303","Ap1b1","AP-1 complex subunit beta-1",5.00218909798136,104588.57474,-0.0613277133825079
3773,"P52481","Cap2","Adenylyl cyclase-associated protein 2",6.73001844350329,52912.33984,-0.413417190775681
3774,"P52555","Erp29","Endoplasmic reticulum resident protein 29",6.27172154347689,28574.83184,-0.266153846153846
3775,"P52590","Nup107","Nuclear pore complex protein Nup107",5.33828197690046,107208.89364,-0.430777537796976
3776,"P52591","Pom121","Nuclear envelope pore membrane protein POM 121",10.2016610728893,120784.88744,-0.289824854045038
3777,"P52631","Stat3","Signal transducer and activator of transcription 3",5.93821299879503,88039.74224,-0.403376623376623
3778,"P52632","Stat5b","Signal transducer and activator of transcription 5B",5.82581596847949,90223.35524,-0.50089058524173
3779,"P52759","Rida","2-iminobutanoate/2-iminopropanoate deaminase",8.0245643708367,14303.45814,0.216058394160584
3780,"P52873","Pc","Pyruvate carboxylase, mitochondrial",6.34730559047152,129776.78234,-0.165195246179966
3781,"P52909","Jund","Transcription factor JunD",7.10118509297303,34874.62574,-0.250733137829912
3782,"P52925","Hmgb2","High mobility group protein B2",7.09351391795395,24158.86044,-1.68380952380952
3783,"P52944","Pdlim1","PDZ and LIM domain protein 1",6.86277625375219,35584.24054,-0.480122324159021
3784,"P53042","Ppp5c","Serine/threonine-protein phosphatase 5",5.83918025963805,56916.71294,-0.509418837675351
3785,"P53369","Nudt1","Oxidized purine nucleoside triphosphate hydrolase",5.61188922354743,18018.49594,-0.408333333333333
3786,"P53534","Pygb","Glycogen phosphorylase, brain form (Fragment)",6.24237190297285,96174.32664,-0.321718377088306
3787,"P53563","Bcl2l1","Bcl-2-like protein 1",4.86891416862098,26158.05384,-0.400429184549356
3788,"P53565","Cux1","Homeobox protein cut-like 1",5.84501997243762,164541.41344,-0.734375
3789,"P53676","Ap3m1","AP-3 complex subunit mu-1",6.50473572603304,46981.22424,-0.0511961722488038
3790,"P53812","Pitpnb","Phosphatidylinositol transfer protein beta isoform",6.44431433574857,31449.97884,-0.61549815498155
3791,"P53813","Pros1","Vitamin K-dependent protein S",5.32735725636338,74626.92344,-0.25437037037037
3792,"P53987","Slc16a1","Monocarboxylate transporter 1",8.6238687074151,53238.22094,0.371862348178138
3793,"P54001","P4ha1","Prolyl 4-hydroxylase subunit alpha-1",5.61994745125119,60898.04784,-0.540074906367041
3794,"P54100","Vav1","Proto-oncogene vav",6.15088188778938,97953.67004,-0.58564650059312
3795,"P54258","Atn1","Atrophin-1",8.96721188739711,124778.80594,-0.857988165680473
3796,"P54275","Msh2","DNA mismatch repair protein Msh2",5.77427879552932,104028.01114,-0.221650589496249
3797,"P54283","Cacnb1","Voltage-dependent L-type calcium channel subunit beta-1",6.21109677226105,65679.55544,-0.693132328308208
